dataset	model_name	runs_dir	model_params	pairwise_xai	epoch	precision	recall	f1	auroc	auprc	train_loss	val_loss	a1	a10	n	d	L	dm	ly	bs	ep	taumax	h	nperm	noise	gamma	w	rho
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9756	0.9524	0.9639	0.9975	0.9978	0.0167	0.1455	0.8	.8						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9286	0.9512	0.9398	0.9881	0.9891	0.0165	0.2192	0.05	.05						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9091	1.0	0.9524	0.9925	0.9922	0.0329	0.1547	0.05	.05						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.95	0.9744	0.962	0.9981	0.9982	0.0049	0.0929	0.8	.8						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9524	0.9756	0.9639	0.9975	0.9977	0.0005	0.1415	0.1	.1						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9677	0.9375	0.9524	0.9902	0.9875	0.0004	0.1915	0.05	.05						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9565	0.9778	0.967	0.9987	0.9991	0.0001	0.0943	0.8	.8						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.4_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	0.9474	0.973	0.9937	0.9939	0.0004	0.1266	0.4	.4						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9302	0.9756	0.9524	0.9944	0.9951	0.0003	0.1426	0.1	.1						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.4_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9091	0.9091	0.9091	0.9874	0.9902	0.0004	0.3488	0.4	.4						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	0.9767	0.9882	1.0	1.0	0.0003	0.0331	0.2	.2						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9756	0.9091	0.9412	0.9937	0.995	0.0004	0.2414	0.1	.1						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.4_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9487	0.9737	0.961	0.9919	0.991	0.0003	0.2078	0.4	.4						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.4_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	0.9412	0.9697	1.0	1.0	0.0006	0.0713	0.4	.4						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9756	0.9524	0.9639	0.9944	0.9953	0.0004	0.1753	0.2	.2						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9535	0.9762	0.9647	0.995	0.9954	0.0005	0.1729	0.2	.2						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8605	0.925	0.8916	0.9519	0.9547	0.0025	0.5958	0.1	.1						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9714	0.8947	0.9315	0.9837	0.984	0.0006	0.4173	0.2	.2						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0005	0.0091	0.05	.05						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8649	0.9143	0.8889	0.9854	0.9832	0.0002	0.554	0.8	.8						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9143	0.9697	0.9412	0.9942	0.9922	0.0006	0.2205	0.8	.8						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9318	0.8913	0.9111	0.9763	0.9833	0.0011	0.391	0.05	.05						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9545	0.9767	0.9655	0.9962	0.9967	0.0008	0.1061	0.05	.05						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model64_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9655	0.875	0.918	0.9967	0.9951	0.0014	0.0941	0.8	.8						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9697	0.9143	0.9412	0.9898	0.9878	0.0001	0.2849	0.1	.1						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	0.9737	0.9867	1.0	1.0	0.0002	0.0508	0.05	.05						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9024	0.9737	0.9367	0.9969	0.9968	0.0	0.3498	0.8	.8						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.4_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9706	0.8919	0.9296	0.9881	0.9858	0.0	0.4748	0.4	.4						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8889	0.9756	0.9302	0.9931	0.994	0.0001	0.3937	0.1	.1						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.4_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8919	0.9706	0.9296	0.9744	0.9734	0.0001	0.384	0.4	.4						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9464	1.0	0.9725	0.9867	0.9928	0.0001	0.211	0.2	.2						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9	0.9231	0.9114	0.9819	0.9823	0.0	0.4996	0.1	.1						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.4_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.925	0.925	0.925	0.9838	0.9843	0.0001	0.3343	0.4	.4						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.4_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9737	0.9487	0.961	0.9944	0.9943	0.0001	0.1919	0.4	.4						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9737	0.925	0.9487	0.985	0.9871	0.0001	0.3898	0.2	.2						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9189	0.8718	0.8947	0.9737	0.9734	0.0001	0.7381	0.2	.2						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9565	0.9167	0.9362	0.985	0.9905	0.0	0.5944	0.1	.1						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.2_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9524	0.9756	0.9639	0.9962	0.9967	0.0001	0.1779	0.2	.2						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9737	0.9024	0.9367	0.9837	0.9869	0.0001	0.3429	0.05	.05						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9756	0.8511	0.9091	0.9845	0.9897	0.0001	0.5257	0.8	.8						32	100				0.2			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9535	0.9318	0.9425	0.9855	0.9898	0.0	0.3575	0.8	.8						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8974	0.9211	0.9091	0.9781	0.9769	0.0082	0.4288	0.05	.05						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	1.0	1.0	1.0	1.0	1.0	0.0001	0.0006	0.05	.05						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model128_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9118	0.9394	0.9254	0.9807	0.9702	0.0002	0.5171	0.8	.8						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.1_noise0.1	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.907	0.9512	0.9286	0.9881	0.9894	0.0005	0.2704	0.1	.1						32	100				0.1			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.05_noise0.05	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9487	0.8605	0.9024	0.9824	0.9853	0.0123	0.2605	0.05	.05						32	100				0.05			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.8_noise0.4	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9756	0.9756	0.9756	0.9975	0.9976	0.0087	0.0805	0.8	.8						32	100				0.4			
var_local_debug	transformer	../runs/var_local_debug/transformer_d_model32_layers2/ep100_bs32/tau_max25_num_permutations20_interaction_methodih_a10.4_noise0.2	{'model_name': 'transformer', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9535	0.9535	0.9535	0.9918	0.9929	0.002	0.2833	0.4	.4						32	100				0.2			
